Timestamps,TEROS12 -48cm m3/m3 Water Content,TEROS12 -48cm degree_C Soil Temperature,TEROS12 -48cm mS/cm Saturation Extract EC,TEROS12 -30cm m3/m3 Water Content,TEROS12 -30cm degree_C Soil Temperature,TEROS12 -30cm mS/cm Saturation Extract EC,TEROS12 -15cm m3/m3 Water Content,TEROS12 -15cm degree_C Soil Temperature,TEROS12 -15cm mS/cm Saturation Extract EC,TEROS21 -35cm kPa Matric Potential,TEROS21 -35cm degree_C Soil Temperature,TEROS21 -25cm kPa Matric Potential,TEROS21 -25cm degree_C Soil Temperature,Port7% Battery Percent,Port7 mV Battery Voltage,Port8 kPa Reference Pressure,Port8 degree_C Logger Temperature
2024-05-22,0.4241666666666667,6.557407407407407,0.4825740740740741,0.2354074074074074,5.5166666666666675,0.07398148148148148,0.21551851851851853,4.151851851851852,0.1631851851851852,-0.1574074074074074,5.87037037037037,-64.56296296296297,4.707407407407407,99.14814814814815,8065.907407407408,64.82111111111111,9.144444444444444
2024-05-23,0.41671874999999997,6.629166666666666,0.9217708333333333,0.23838541666666666,5.7124999999999995,0.08370833333333333,0.2128854166666667,3.8052083333333333,0.1640625,-0.10000000000000002,6.015625,-0.9874999999999999,4.684375,100.0,8267.791666666666,64.88895833333333,3.6791666666666667
2024-05-24,0.42271875,6.5718749999999995,0.9116770833333333,0.23644791666666665,5.638541666666666,0.07759375,0.21146874999999998,3.6010416666666667,0.16323958333333335,-0.10000000000000002,5.9312499999999995,-0.10000000000000002,4.580208333333333,100.0,8422.010416666666,64.88927083333333,-0.109375
2024-05-25,0.42773958333333334,6.476041666666667,0.6484895833333334,0.23584375,5.498958333333333,0.07311458333333333,0.2108854166666667,3.390625,0.16273958333333335,-0.10000000000000002,5.825,-0.10000000000000002,4.442708333333333,100.0,8473.083333333334,64.84083333333334,2.1666666666666665
2024-05-26,0.42947916666666663,6.363541666666666,0.4959166666666666,0.23440625,5.292708333333334,0.07036458333333333,0.21017708333333332,3.1208333333333336,0.16202083333333334,-0.10000000000000002,5.6937500000000005,-0.10000000000000002,4.1937500000000005,100.0,8525.104166666666,64.83989583333333,3.4291666666666667
2024-05-27,0.43046875,6.213541666666667,0.4383958333333333,0.23283333333333334,5.139583333333333,0.06739583333333334,0.20934374999999997,3.047916666666667,0.16155208333333335,-0.10000000000000002,5.517708333333334,-0.10000000000000002,4.076041666666667,100.0,8543.0625,64.90729166666667,0.06666666666666672
2024-05-28,0.431,6.074999999999999,0.4116666666666666,0.2297916666666667,4.977083333333334,0.06391666666666666,0.20797916666666663,2.61875,0.16007291666666668,-0.10000000000000002,5.3812500000000005,-0.10000000000000002,3.8312500000000003,100.0,8552.645833333334,65.00156249999999,-1.8250000000000002
2024-05-29,0.4313229166666666,5.921875,0.3979375,0.22755208333333335,4.703125,0.060968749999999995,0.20692708333333332,2.421875,0.1595625,-0.10000000000000002,5.1656249999999995,-0.10000000000000002,3.56875,100.0,8520.322916666666,65.026875,-1.1322916666666667
2024-05-30,0.432,5.766666666666667,0.38996875000000003,0.22620833333333334,4.560416666666667,0.05811458333333333,0.20585416666666667,2.263541666666667,0.15963541666666667,-0.10000000000000002,5.033333333333333,-0.10000000000000002,3.436458333333333,100.0,8473.739583333334,64.99062500000001,-1.5177083333333332
2024-05-31,0.432,5.602083333333333,0.3848125,0.2248541666666667,4.376041666666667,0.05477083333333333,0.20502083333333332,1.9875,0.1591875,-0.10000000000000002,4.8625,-0.10000000000000002,3.2239583333333335,100.0,8489.25,64.98114583333333,-2.1166666666666667
2024-06-01,0.4320625,5.45,0.3815625,0.22342708333333336,4.160416666666666,0.05248958333333333,0.20411458333333332,1.6947916666666665,0.159,-0.10000000000000002,4.670833333333333,-0.10000000000000002,2.9604166666666667,100.0,8552.020833333334,64.9778125,-1.9979166666666668
2024-06-02,0.4329791666666667,5.270833333333333,0.3799791666666667,0.2225,3.969791666666667,0.05077083333333333,0.20395833333333335,1.7635416666666668,0.16161458333333334,-0.10000000000000002,4.495833333333334,-0.10000000000000002,2.8520833333333333,100.0,8531.96875,64.98020833333334,0.1927083333333333
2024-06-03,0.433,5.192708333333333,0.3794895833333333,0.22248958333333335,4.035416666666666,0.05092708333333334,0.20377083333333335,2.1906250000000003,0.16392708333333333,-0.10000000000000002,4.479166666666667,-0.10000000000000002,3.0593749999999997,100.0,8491.166666666666,64.99302083333333,1.4520833333333334
2024-06-04,0.433,5.2,0.3798958333333333,0.2233125,4.2375,0.05154166666666666,0.20366666666666666,2.6104166666666666,0.1668125,-0.10000000000000002,4.565625,-0.10000000000000002,3.3791666666666664,100.0,8496.760416666666,64.99125,1.1958333333333333
2024-06-05,0.433,5.2625,0.37911458333333337,0.22423958333333335,4.36875,0.052656249999999995,0.20359375000000002,2.5906249999999997,0.1680625,-0.10000000000000002,4.6625000000000005,-0.10000000000000002,3.466666666666667,100.0,8515.854166666666,65.0221875,0.23645833333333344
2024-06-06,0.433,5.269791666666666,0.3795520833333333,0.2246145833333333,4.335416666666667,0.05339583333333334,0.20385416666666667,2.6614583333333335,0.17067708333333334,-0.10000000000000002,4.66875,-0.10000000000000002,3.466666666666667,100.0,8502.78125,65.0103125,1.0604166666666668
2024-06-07,0.433,5.29375,0.37921875,0.22584375,4.41875,0.05497916666666667,0.20401041666666667,2.8479166666666664,0.17365624999999998,-0.10000000000000002,4.717708333333333,-0.10000000000000002,3.59375,100.0,8485.6875,65.03750000000001,2.7916666666666665
2024-06-08,0.433,5.3,0.37946875,0.2266145833333333,4.498958333333333,0.05714583333333333,0.20435416666666664,2.8635416666666664,0.17577083333333332,-0.10000000000000002,4.778125,-0.10000000000000002,3.6750000000000003,100.0,8519.21875,65.09885416666667,0.3937499999999999
2024-06-09,0.4330104166666667,5.3,0.37833333333333335,0.22723958333333336,4.420833333333333,0.056781250000000005,0.20459375,2.5343750000000003,0.17707291666666666,-0.10000000000000002,4.753125,-0.10000000000000002,3.4885416666666664,100.0,8567.364583333334,64.95302083333333,-0.06458333333333328
2024-06-10,0.43361458333333336,5.247916666666667,0.37664583333333335,0.22741666666666668,4.2562500000000005,0.0566875,0.20469791666666667,2.2489583333333334,0.17833333333333332,-0.10000000000000002,4.6343749999999995,-0.10000000000000002,3.2697916666666664,100.0,8565.40625,64.93718750000001,-1.1864583333333332
2024-06-11,0.434,5.114583333333333,0.37488541666666664,0.22683333333333333,4.077083333333333,0.05492708333333333,0.20460416666666667,2.078125,0.17910416666666665,-0.10000000000000002,4.496875,-0.10000000000000002,3.0822916666666664,100.0,8556.447916666666,64.99270833333334,-0.35520833333333335
2024-06-12,0.434,5.0,0.37372916666666667,0.2268854166666667,4.017708333333333,0.05506249999999999,0.20442708333333334,2.285416666666667,0.18118749999999997,-0.10000000000000002,4.40625,-0.10000000000000002,3.1218749999999997,100.0,8535.697916666666,64.96604166666667,0.9385416666666666
2024-06-13,0.4341458333333333,5.0,0.3735625,0.22735416666666666,4.120833333333334,0.05664583333333333,0.20454166666666665,2.5187500000000003,0.18278125,-0.10000000000000002,4.45625,-0.10000000000000002,3.3052083333333333,100.0,8572.354166666666,64.9153125,-0.06249999999999995
2024-06-14,0.43454166666666666,5.0,0.37378125,0.2285,4.1343749999999995,0.05778125,0.20485416666666667,2.328125,0.18361458333333333,-0.10000000000000002,4.465625,-0.10000000000000002,3.252083333333333,100.0,8606.614583333334,64.92229166666667,-0.04062499999999997
2024-06-15,0.43483333333333335,4.965625,0.37477083333333333,0.2286979166666667,3.9604166666666667,0.05698958333333334,0.20490624999999998,1.8770833333333332,0.18370833333333333,-0.10000000000000002,4.35625,-0.10000000000000002,2.9635416666666665,100.0,8606.625,64.90708333333333,-0.665625
2024-06-16,0.435,4.807291666666667,0.3723541666666667,0.22829166666666667,3.709375,0.05565625,0.20496875,1.6447916666666667,0.18360416666666668,-0.10000000000000002,4.167708333333334,-0.10000000000000002,2.69375,100.0,8589.864583333334,64.82625,-0.06875000000000005
2024-06-17,0.435,4.677083333333333,0.37186458333333333,0.22857291666666668,3.5656250000000003,0.055489583333333335,0.2050833333333333,1.6156249999999999,0.18475,-0.10000000000000002,4.047916666666667,-0.10000000000000002,2.6114583333333337,100.0,8599.020833333334,64.66979166666667,0.23750000000000004
2024-06-18,0.43502083333333336,4.583333333333333,0.37113541666666666,0.22878125000000002,3.515625,0.05565625,0.20494791666666667,1.4937500000000001,0.18432291666666667,-0.10000000000000002,3.959375,-0.10000000000000002,2.533333333333333,100.0,8622.510416666666,64.60239583333333,0.4447916666666667
2024-06-19,0.435875,4.478125,0.37033333333333335,0.22889583333333333,3.3645833333333335,0.0545,0.20502083333333332,1.325,0.18415625,-0.10000000000000002,3.844791666666666,-0.10000000000000002,2.3791666666666664,100.0,8624.770833333334,64.7146875,0.1302083333333333
2024-06-20,0.436,4.382291666666667,0.3711770833333334,0.22966666666666669,3.2999999999999994,0.05595833333333333,0.2058958333333333,1.4666666666666668,0.1865416666666667,-0.10000000000000002,3.705208333333333,-0.10000000000000002,2.3375,100.0,8603.895833333334,64.8346875,0.8302083333333333
2024-06-21,0.43615625,4.303125,0.37177083333333333,0.23094791666666667,3.341666666666667,0.05638541666666667,0.20628124999999997,1.6364583333333333,0.18740625,-0.10000000000000002,3.7000000000000006,-0.10000000000000002,2.4625,100.0,8617.614583333334,64.86677083333333,0.8916666666666666
2024-06-22,0.43695833333333334,4.3,0.37385416666666665,0.2326666666666667,3.3979166666666667,0.058375,0.20667708333333332,1.9052083333333334,0.18817708333333336,-0.10000000000000002,3.725,-0.10000000000000002,2.6239583333333334,100.0,8605.09375,64.90593750000001,1.5791666666666666
2024-06-23,0.43696874999999996,4.366666666666667,0.37418749999999995,0.2335,3.483333333333333,0.06036458333333333,0.20672916666666666,1.6604166666666667,0.18722916666666667,-0.10000000000000002,3.78125,-0.10000000000000002,2.6125000000000003,100.0,8605.8125,64.86958333333332,-0.9427083333333331
2024-06-24,0.437,4.3,0.37505208333333334,0.23440625,3.328125,0.060468749999999995,0.2076458333333333,1.5583333333333333,0.18789583333333335,-0.10000000000000002,3.7000000000000006,-0.10000000000000002,2.4364583333333334,100.0,8592.916666666666,64.858125,1.3958333333333333
2024-06-25,0.43723958333333335,4.273958333333334,0.3764791666666667,0.23583333333333334,3.3322916666666664,0.062322916666666665,0.20821875,1.6583333333333332,0.18862500000000001,-0.10000000000000002,3.6791666666666667,-0.10000000000000002,2.4833333333333334,100.0,8595.322916666666,64.94645833333333,1.0947916666666668
2024-06-26,0.43797916666666664,4.2,0.3785104166666667,0.2369583333333333,3.323958333333333,0.0639375,0.20854166666666665,1.5791666666666666,0.18807291666666667,-0.10000000000000002,3.6687499999999997,-0.10000000000000002,2.457291666666667,100.0,8593.03125,65.05302083333333,-0.7218749999999999
2024-06-27,0.438,4.191666666666667,0.3786041666666667,0.23775,3.2312499999999997,0.06404166666666666,0.20851041666666667,1.3125,0.18660416666666668,-0.10000000000000002,3.5885416666666665,-0.10000000000000002,2.298958333333333,100.0,8597.166666666666,64.88614583333333,-1.9770833333333335
