z6-25818,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port4,Port4,Port5,Port5,Port7,Port7,Port8,Port8
2024/06/24 15:00:00,0.437,4.3,0.375,0.234,3.3,0.06,0.208,1.2,0.187,-0.1,3.7,-0.1,2.3,100,8704,64.87,15.5
2024/06/24 15:15:00,0.437,4.3,0.375,0.234,3.3,0.061,0.209,1.2,0.188,-0.1,3.7,-0.1,2.3,100,8701,64.86,15.4
2024/06/24 15:30:00,0.437,4.3,0.376,0.234,3.3,0.061,0.21,1.2,0.187,-0.1,3.7,-0.1,2.3,100,8696,64.85,15.2
2024/06/24 15:45:00,0.437,4.3,0.375,0.234,3.3,0.061,0.21,1.2,0.187,-0.1,3.7,-0.1,2.3,100,8693,64.85,14.7
2024/06/24 16:00:00,0.437,4.3,0.375,0.234,3.3,0.06,0.211,1.2,0.187,-0.1,3.7,-0.1,2.3,100,8693,64.85,14.4
2024/06/24 16:15:00,0.437,4.3,0.375,0.234,3.3,0.06,0.212,1.3,0.19,-0.1,3.7,-0.1,2.3,100,8685,64.85,14.0
2024/06/24 16:30:00,0.437,4.3,0.375,0.234,3.3,0.061,0.212,1.3,0.191,-0.1,3.7,-0.1,2.3,100,8679,64.86,13.7
2024/06/24 16:45:00,0.437,4.3,0.376,0.234,3.3,0.06,0.213,1.3,0.193,-0.1,3.7,-0.1,2.3,100,8666,64.86,13.2
2024/06/24 17:00:00,0.437,4.3,0.376,0.234,3.3,0.061,0.213,1.4,0.192,-0.1,3.7,-0.1,2.3,100,8659,64.86,12.6
2024/06/24 17:15:00,0.437,4.3,0.375,0.234,3.3,0.061,0.213,1.4,0.193,-0.1,3.7,-0.1,2.3,100,8645,64.85,12.1
2024/06/24 17:30:00,0.437,4.3,0.377,0.234,3.3,0.06,0.213,1.5,0.194,-0.1,3.7,-0.1,2.3,100,8633,64.85,11.3
2024/06/24 17:45:00,0.437,4.3,0.376,0.234,3.3,0.061,0.213,1.6,0.195,-0.1,3.7,-0.1,2.3,100,8617,64.86,9.6
2024/06/24 18:00:00,0.437,4.3,0.376,0.234,3.2,0.061,0.213,1.6,0.195,-0.1,3.7,-0.1,2.3,100,8602,64.86,8.1
2024/06/24 18:15:00,0.437,4.3,0.376,0.235,3.2,0.06,0.213,1.7,0.195,-0.1,3.7,-0.1,2.3,100,8595,64.86,7.0
2024/06/24 18:30:00,0.437,4.3,0.376,0.235,3.2,0.06,0.213,1.8,0.194,-0.1,3.7,-0.1,2.3,100,8588,64.85,6.2
2024/06/24 18:45:00,0.437,4.3,0.375,0.235,3.2,0.059,0.212,1.8,0.195,-0.1,3.7,-0.1,2.4,100,8581,64.85,5.8
2024/06/24 19:00:00,0.437,4.3,0.376,0.235,3.2,0.06,0.212,1.9,0.196,-0.1,3.7,-0.1,2.4,100,8576,64.86,5.0
2024/06/24 19:15:00,0.437,4.3,0.376,0.235,3.2,0.059,0.212,1.9,0.194,-0.1,3.7,-0.1,2.4,100,8570,64.86,4.2
2024/06/24 19:30:00,0.437,4.3,0.375,0.235,3.2,0.06,0.212,2.0,0.194,-0.1,3.7,-0.1,2.4,100,8563,64.85,3.1
2024/06/24 19:45:00,0.437,4.3,0.376,0.235,3.2,0.06,0.212,2.0,0.196,-0.1,3.7,-0.1,2.5,100,8559,64.85,1.8
2024/06/24 20:00:00,0.437,4.3,0.376,0.235,3.2,0.061,0.212,2.0,0.196,-0.1,3.7,-0.1,2.5,100,8554,64.86,1.5
2024/06/24 20:15:00,0.437,4.3,0.376,0.235,3.3,0.06,0.211,2.0,0.195,-0.1,3.7,-0.1,2.5,100,8552,64.87,1.2
2024/06/24 20:30:00,0.437,4.3,0.376,0.235,3.3,0.061,0.211,2.0,0.195,-0.1,3.7,-0.1,2.5,100,8550,64.88,0.7
2024/06/24 20:45:00,0.437,4.3,0.376,0.235,3.3,0.061,0.211,2.0,0.194,-0.1,3.7,-0.1,2.5,100,8546,64.89,0.4
2024/06/24 21:00:00,0.437,4.3,0.376,0.235,3.3,0.061,0.211,2.0,0.194,-0.1,3.7,-0.1,2.5,100,8542,64.89,-0.3
2024/06/24 21:15:00,0.437,4.3,0.376,0.235,3.3,0.062,0.21,2.0,0.194,-0.1,3.7,-0.1,2.5,100,8541,64.89,-0.7
2024/06/24 21:30:00,0.437,4.3,0.376,0.235,3.3,0.061,0.21,2.0,0.192,-0.1,3.7,-0.1,2.5,100,8535,64.89,-1.1
2024/06/24 21:45:00,0.437,4.3,0.375,0.235,3.3,0.061,0.21,2.0,0.191,-0.1,3.7,-0.1,2.6,100,8535,64.89,-1.8
2024/06/24 22:00:00,0.437,4.3,0.377,0.235,3.3,0.063,0.21,2.0,0.193,-0.1,3.7,-0.1,2.6,100,8532,64.9,-2.0
2024/06/24 22:15:00,0.437,4.3,0.375,0.235,3.3,0.06,0.209,2.0,0.191,-0.1,3.7,-0.1,2.6,100,8532,64.9,-1.9
2024/06/24 22:30:00,0.437,4.3,0.376,0.235,3.3,0.061,0.209,1.9,0.192,-0.1,3.7,-0.1,2.6,100,8522,64.9,-1.8
2024/06/24 22:45:00,0.437,4.3,0.376,0.235,3.3,0.061,0.209,1.9,0.191,-0.1,3.7,-0.1,2.6,100,8525,64.9,-1.6
2024/06/24 23:00:00,0.437,4.3,0.376,0.235,3.3,0.061,0.209,1.9,0.193,-0.1,3.7,-0.1,2.6,100,8525,64.9,-1.2
2024/06/24 23:15:00,0.437,4.3,0.376,0.235,3.3,0.061,0.209,1.9,0.19,-0.1,3.7,-0.1,2.6,100,8524,64.9,-1.0
2024/06/24 23:30:00,0.437,4.3,0.377,0.235,3.3,0.062,0.209,1.9,0.19,-0.1,3.7,-0.1,2.6,100,8524,64.89,-1.4
2024/06/24 23:45:00,0.437,4.3,0.375,0.235,3.3,0.062,0.209,1.9,0.191,-0.1,3.7,-0.1,2.6,100,8521,64.89,-1.7
2024/06/25 00:00:00,0.437,4.3,0.376,0.235,3.3,0.062,0.208,1.9,0.191,-0.1,3.7,-0.1,2.6,100,8521,64.88,-2.7
2024/06/25 00:15:00,0.437,4.3,0.376,0.235,3.3,0.062,0.208,1.9,0.189,-0.1,3.7,-0.1,2.6,100,8462,64.87,-3.9
2024/06/25 00:30:00,0.437,4.3,0.376,0.236,3.3,0.062,0.208,1.9,0.189,-0.1,3.7,-0.1,2.6,100,8486,64.86,-5.0
2024/06/25 00:45:00,0.437,4.3,0.376,0.236,3.3,0.063,0.208,1.8,0.189,-0.1,3.7,-0.1,2.6,100,8476,64.86,-5.8
2024/06/25 01:00:00,0.437,4.3,0.376,0.235,3.3,0.062,0.208,1.8,0.189,-0.1,3.7,-0.1,2.6,100,8482,64.86,-6.5
2024/06/25 01:15:00,0.437,4.3,0.376,0.236,3.3,0.062,0.208,1.8,0.189,-0.1,3.7,-0.1,2.6,100,8484,64.85,-6.8
2024/06/25 01:30:00,0.437,4.3,0.376,0.236,3.3,0.062,0.208,1.8,0.188,-0.1,3.7,-0.1,2.6,100,8483,64.84,-7.1
2024/06/25 01:45:00,0.437,4.3,0.376,0.235,3.3,0.062,0.208,1.8,0.187,-0.1,3.7,-0.1,2.6,100,8483,64.83,-7.4
2024/06/25 02:00:00,0.437,4.3,0.375,0.235,3.4,0.061,0.207,1.8,0.188,-0.1,3.7,-0.1,2.6,100,8483,64.82,-7.6
2024/06/25 02:15:00,0.437,4.3,0.375,0.236,3.4,0.061,0.208,1.8,0.187,-0.1,3.7,-0.1,2.6,100,8485,64.81,-8.0
2024/06/25 02:30:00,0.437,4.3,0.376,0.236,3.4,0.061,0.207,1.8,0.188,-0.1,3.7,-0.1,2.6,100,8482,64.81,-8.6
2024/06/25 02:45:00,0.437,4.3,0.376,0.235,3.4,0.061,0.207,1.8,0.187,-0.1,3.7,-0.1,2.6,100,8482,64.81,-8.6
2024/06/25 03:00:00,0.437,4.3,0.375,0.236,3.4,0.063,0.207,1.7,0.188,-0.1,3.7,-0.1,2.6,100,8482,64.8,-8.1
2024/06/25 03:15:00,0.437,4.3,0.376,0.236,3.4,0.061,0.207,1.7,0.187,-0.1,3.7,-0.1,2.6,100,8482,64.8,-8.2
2024/06/25 03:30:00,0.437,4.3,0.375,0.236,3.4,0.061,0.207,1.7,0.187,-0.1,3.7,-0.1,2.6,100,8482,64.8,-8.5
2024/06/25 03:45:00,0.437,4.3,0.376,0.236,3.4,0.062,0.207,1.7,0.187,-0.1,3.7,-0.1,2.6,100,8482,64.8,-8.4
2024/06/25 04:00:00,0.437,4.3,0.375,0.236,3.4,0.063,0.207,1.7,0.186,-0.1,3.7,-0.1,2.6,100,8481,64.79,-8.6
2024/06/25 04:15:00,0.437,4.3,0.375,0.236,3.4,0.062,0.207,1.7,0.185,-0.1,3.7,-0.1,2.6,100,8476,64.78,-8.7
2024/06/25 04:30:00,0.437,4.3,0.376,0.236,3.4,0.062,0.206,1.7,0.186,-0.1,3.7,-0.1,2.6,100,8475,64.78,-9.0
2024/06/25 04:45:00,0.437,4.3,0.376,0.236,3.4,0.061,0.206,1.7,0.186,-0.1,3.7,-0.1,2.6,100,8472,64.78,-9.2
2024/06/25 05:00:00,0.437,4.3,0.375,0.236,3.4,0.062,0.206,1.7,0.187,-0.1,3.7,-0.1,2.6,100,8478,64.78,-9.2
2024/06/25 05:15:00,0.437,4.3,0.375,0.236,3.4,0.062,0.206,1.6,0.187,-0.1,3.7,-0.1,2.5,100,8476,64.78,-9.0
2024/06/25 05:30:00,0.437,4.3,0.375,0.236,3.4,0.061,0.206,1.6,0.185,-0.1,3.7,-0.1,2.5,100,8472,64.78,-9.6
2024/06/25 05:45:00,0.437,4.3,0.375,0.235,3.4,0.062,0.206,1.6,0.185,-0.1,3.7,-0.1,2.5,100,8474,64.77,-10.3
2024/06/25 06:00:00,0.437,4.3,0.375,0.236,3.4,0.061,0.206,1.6,0.186,-0.1,3.7,-0.1,2.5,100,8472,64.77,-10.8
2024/06/25 06:15:00,0.437,4.3,0.375,0.236,3.4,0.063,0.206,1.6,0.183,-0.1,3.7,-0.1,2.5,100,8472,64.78,-11.0
2024/06/25 06:30:00,0.437,4.3,0.375,0.236,3.4,0.062,0.206,1.6,0.184,-0.1,3.7,-0.1,2.5,100,8466,64.78,-11.3
2024/06/25 06:45:00,0.437,4.3,0.375,0.236,3.4,0.061,0.206,1.6,0.186,-0.1,3.7,-0.1,2.5,100,8467,64.79,-11.4
2024/06/25 07:00:00,0.437,4.3,0.375,0.236,3.4,0.061,0.206,1.6,0.184,-0.1,3.7,-0.1,2.5,100,8467,64.79,-11.5
2024/06/25 07:15:00,0.437,4.3,0.375,0.236,3.4,0.063,0.206,1.6,0.185,-0.1,3.7,-0.1,2.5,100,8468,64.8,-11.2
2024/06/25 07:30:00,0.437,4.3,0.375,0.236,3.4,0.062,0.206,1.5,0.183,-0.1,3.7,-0.1,2.5,100,8466,64.82,-10.6
2024/06/25 07:45:00,0.437,4.3,0.375,0.236,3.4,0.061,0.205,1.5,0.185,-0.1,3.7,-0.1,2.5,100,8497,64.83,-10.2
2024/06/25 08:00:00,0.437,4.3,0.376,0.236,3.4,0.062,0.206,1.5,0.184,-0.1,3.7,-0.1,2.5,100,8531,64.84,-8.1
2024/06/25 08:15:00,0.437,4.3,0.375,0.236,3.4,0.062,0.206,1.5,0.186,-0.1,3.7,-0.1,2.5,100,8570,64.87,-5.5
2024/06/25 08:30:00,0.437,4.3,0.375,0.236,3.4,0.061,0.205,1.5,0.185,-0.1,3.7,-0.1,2.5,100,8607,64.9,-3.6
2024/06/25 08:45:00,0.437,4.3,0.376,0.236,3.4,0.061,0.206,1.5,0.184,-0.1,3.7,-0.1,2.5,100,8640,64.93,-1.2
2024/06/25 09:00:00,0.437,4.3,0.375,0.236,3.4,0.06,0.205,1.5,0.183,-0.1,3.7,-0.1,2.5,100,8674,64.96,1.3
2024/06/25 09:15:00,0.437,4.3,0.376,0.236,3.4,0.061,0.205,1.5,0.184,-0.1,3.7,-0.1,2.5,100,8699,64.98,3.4
2024/06/25 09:30:00,0.437,4.3,0.375,0.236,3.4,0.062,0.205,1.5,0.185,-0.1,3.7,-0.1,2.5,100,8715,65.01,5.5
2024/06/25 09:45:00,0.437,4.3,0.375,0.236,3.3,0.061,0.205,1.4,0.184,-0.1,3.7,-0.1,2.5,100,8731,65.02,7.6
2024/06/25 10:00:00,0.437,4.3,0.375,0.236,3.3,0.062,0.205,1.4,0.184,-0.1,3.7,-0.1,2.5,100,8736,65.03,10.2
2024/06/25 10:15:00,0.437,4.3,0.376,0.236,3.3,0.062,0.205,1.4,0.184,-0.1,3.7,-0.1,2.5,100,8738,65.04,11.6
2024/06/25 10:30:00,0.437,4.3,0.375,0.236,3.3,0.062,0.205,1.4,0.186,-0.1,3.7,-0.1,2.4,100,8743,65.05,12.2
2024/06/25 10:45:00,0.437,4.3,0.376,0.235,3.3,0.063,0.206,1.4,0.184,-0.1,3.7,-0.1,2.4,100,8744,65.05,12.8
2024/06/25 11:00:00,0.437,4.3,0.375,0.235,3.3,0.062,0.206,1.4,0.186,-0.1,3.7,-0.1,2.4,100,8746,65.05,13.2
2024/06/25 11:15:00,0.437,4.3,0.376,0.235,3.3,0.062,0.206,1.4,0.187,-0.1,3.7,-0.1,2.4,100,8748,65.05,13.6
2024/06/25 11:30:00,0.437,4.3,0.376,0.235,3.3,0.062,0.206,1.4,0.185,-0.1,3.7,-0.1,2.4,100,8750,65.04,14.0
2024/06/25 11:45:00,0.437,4.3,0.376,0.235,3.3,0.063,0.206,1.4,0.183,-0.1,3.7,-0.1,2.4,100,8748,65.04,14.2
2024/06/25 12:00:00,0.437,4.3,0.375,0.235,3.3,0.061,0.206,1.4,0.186,-0.1,3.7,-0.1,2.4,100,8750,65.04,14.4
2024/06/25 12:15:00,0.437,4.3,0.377,0.235,3.3,0.062,0.206,1.4,0.186,-0.1,3.7,-0.1,2.4,100,8747,65.03,14.7
2024/06/25 12:30:00,0.437,4.3,0.375,0.235,3.3,0.061,0.206,1.3,0.186,-0.1,3.7,-0.1,2.4,100,8745,65.03,14.9
2024/06/25 12:45:00,0.437,4.3,0.376,0.235,3.3,0.062,0.206,1.3,0.186,-0.1,3.7,-0.1,2.4,100,8735,65.02,14.9
2024/06/25 13:00:00,0.437,4.3,0.376,0.235,3.3,0.063,0.206,1.3,0.186,-0.1,3.7,-0.1,2.4,100,8730,65.01,14.8
2024/06/25 13:15:00,0.437,4.3,0.376,0.235,3.3,0.062,0.206,1.3,0.186,-0.1,3.7,-0.1,2.4,100,8735,65.0,14.7
2024/06/25 13:30:00,0.437,4.3,0.376,0.235,3.3,0.062,0.207,1.3,0.186,-0.1,3.7,-0.1,2.4,100,8728,65.0,14.9
2024/06/25 13:45:00,0.437,4.3,0.377,0.235,3.3,0.062,0.207,1.3,0.187,-0.1,3.7,-0.1,2.4,100,8730,64.98,15.0
2024/06/25 14:00:00,0.437,4.3,0.376,0.235,3.3,0.061,0.207,1.3,0.186,-0.1,3.7,-0.1,2.4,100,8724,64.97,14.7
2024/06/25 14:15:00,0.437,4.3,0.376,0.235,3.3,0.061,0.207,1.3,0.185,-0.1,3.7,-0.1,2.3,100,8728,64.97,14.2
2024/06/25 14:30:00,0.437,4.3,0.376,0.236,3.3,0.062,0.208,1.3,0.186,-0.1,3.7,-0.1,2.3,100,8726,64.97,14.2
2024/06/25 14:45:00,0.437,4.3,0.376,0.236,3.3,0.062,0.208,1.3,0.188,-0.1,3.7,-0.1,2.3,100,8729,64.97,14.0
2024/06/25 15:00:00,0.437,4.3,0.376,0.236,3.3,0.062,0.209,1.3,0.188,-0.1,3.7,-0.1,2.3,100,8725,64.96,13.8
2024/06/25 15:15:00,0.437,4.3,0.377,0.236,3.3,0.062,0.21,1.3,0.188,-0.1,3.7,-0.1,2.3,100,8719,64.97,13.6
2024/06/25 15:30:00,0.437,4.3,0.377,0.236,3.3,0.062,0.211,1.3,0.19,-0.1,3.7,-0.1,2.3,100,8720,64.98,13.4
2024/06/25 15:45:00,0.438,4.3,0.376,0.236,3.3,0.063,0.211,1.3,0.19,-0.1,3.7,-0.1,2.3,100,8716,64.97,13.2
2024/06/25 16:00:00,0.437,4.3,0.377,0.236,3.3,0.062,0.212,1.3,0.191,-0.1,3.7,-0.1,2.3,100,8713,64.97,12.9
2024/06/25 16:15:00,0.437,4.3,0.377,0.236,3.3,0.063,0.213,1.4,0.194,-0.1,3.7,-0.1,2.3,100,8703,64.97,12.6
2024/06/25 16:30:00,0.437,4.3,0.377,0.236,3.3,0.063,0.213,1.4,0.191,-0.1,3.7,-0.1,2.3,100,8698,64.96,12.3
2024/06/25 16:45:00,0.438,4.3,0.377,0.236,3.3,0.061,0.213,1.5,0.193,-0.1,3.7,-0.1,2.3,100,8689,64.97,11.8
2024/06/25 17:00:00,0.437,4.3,0.376,0.236,3.3,0.063,0.213,1.5,0.193,-0.1,3.7,-0.1,2.3,100,8684,64.96,11.2
2024/06/25 17:15:00,0.437,4.3,0.376,0.236,3.3,0.061,0.213,1.6,0.197,-0.1,3.7,-0.1,2.3,100,8673,64.97,10.6
2024/06/25 17:30:00,0.437,4.3,0.377,0.236,3.3,0.061,0.213,1.6,0.194,-0.1,3.7,-0.1,2.3,100,8652,64.99,9.9
2024/06/25 17:45:00,0.438,4.2,0.378,0.236,3.3,0.063,0.213,1.7,0.194,-0.1,3.7,-0.1,2.3,100,8635,64.99,8.6
2024/06/25 18:00:00,0.437,4.2,0.379,0.236,3.3,0.063,0.213,1.8,0.196,-0.1,3.7,-0.1,2.4,100,8625,65.0,7.3
2024/06/25 18:15:00,0.438,4.2,0.379,0.236,3.3,0.062,0.213,1.8,0.197,-0.1,3.6,-0.1,2.4,100,8611,65.01,6.2
2024/06/25 18:30:00,0.437,4.2,0.378,0.236,3.3,0.063,0.212,1.9,0.196,-0.1,3.6,-0.1,2.4,100,8602,65.02,5.1
2024/06/25 18:45:00,0.438,4.2,0.378,0.236,3.3,0.063,0.212,2.0,0.194,-0.1,3.6,-0.1,2.4,100,8599,65.01,4.2
2024/06/25 19:00:00,0.438,4.2,0.379,0.236,3.3,0.063,0.212,2.0,0.194,-0.1,3.6,-0.1,2.4,100,8592,65.01,3.2
2024/06/25 19:15:00,0.438,4.2,0.378,0.236,3.3,0.063,0.212,2.0,0.194,-0.1,3.6,-0.1,2.5,100,8587,65.02,2.4
2024/06/25 19:30:00,0.438,4.2,0.378,0.236,3.3,0.061,0.212,2.1,0.196,-0.1,3.6,-0.1,2.5,100,8578,65.03,1.9
2024/06/25 19:45:00,0.438,4.2,0.378,0.236,3.3,0.063,0.212,2.1,0.195,-0.1,3.6,-0.1,2.5,100,8579,65.04,0.7
2024/06/25 20:00:00,0.438,4.2,0.379,0.236,3.3,0.063,0.211,2.1,0.196,-0.1,3.6,-0.1,2.5,100,8574,65.05,-0.2
2024/06/25 20:15:00,0.437,4.2,0.379,0.236,3.3,0.063,0.212,2.1,0.194,-0.1,3.6,-0.1,2.5,100,8571,65.06,-0.6
2024/06/25 20:30:00,0.438,4.2,0.378,0.236,3.3,0.064,0.211,2.1,0.193,-0.1,3.6,-0.1,2.5,100,8570,65.06,-1.3
2024/06/25 20:45:00,0.438,4.2,0.379,0.236,3.3,0.063,0.211,2.1,0.195,-0.1,3.6,-0.1,2.6,100,8558,65.07,-2.0
2024/06/25 21:00:00,0.437,4.2,0.379,0.236,3.3,0.064,0.211,2.1,0.194,-0.1,3.6,-0.1,2.6,100,8557,65.07,-2.9
2024/06/25 21:15:00,0.438,4.2,0.379,0.236,3.3,0.063,0.21,2.1,0.193,-0.1,3.6,-0.1,2.6,100,8551,65.08,-3.5
2024/06/25 21:30:00,0.438,4.2,0.379,0.237,3.3,0.065,0.21,2.1,0.193,-0.1,3.6,-0.1,2.6,100,8550,65.08,-4.6
2024/06/25 21:45:00,0.438,4.2,0.378,0.237,3.3,0.065,0.21,2.1,0.194,-0.1,3.6,-0.1,2.6,100,8548,65.08,-5.4
2024/06/25 22:00:00,0.438,4.2,0.379,0.236,3.3,0.065,0.21,2.0,0.192,-0.1,3.6,-0.1,2.6,100,8548,65.08,-5.6
2024/06/25 22:15:00,0.438,4.2,0.378,0.236,3.3,0.065,0.21,2.0,0.192,-0.1,3.6,-0.1,2.6,100,8548,65.09,-5.8
2024/06/25 22:30:00,0.438,4.2,0.379,0.236,3.3,0.065,0.21,2.0,0.193,-0.1,3.6,-0.1,2.6,100,8539,65.1,-6.1
2024/06/25 22:45:00,0.438,4.2,0.378,0.236,3.3,0.065,0.209,2.0,0.191,-0.1,3.6,-0.1,2.6,100,8539,65.1,-6.5
2024/06/25 23:00:00,0.438,4.2,0.379,0.237,3.3,0.065,0.209,2.0,0.19,-0.1,3.6,-0.1,2.6,100,8539,65.1,-6.8
2024/06/25 23:15:00,0.438,4.2,0.38,0.237,3.3,0.065,0.209,2.0,0.191,-0.1,3.7,-0.1,2.6,100,8540,65.1,-7.1
2024/06/25 23:30:00,0.438,4.2,0.379,0.237,3.3,0.066,0.209,2.0,0.191,-0.1,3.7,-0.1,2.6,100,8539,65.09,-7.5
2024/06/25 23:45:00,0.438,4.2,0.378,0.237,3.3,0.064,0.209,2.0,0.19,-0.1,3.7,-0.1,2.6,100,8537,65.1,-7.7
2024/06/26 00:00:00,0.438,4.2,0.379,0.237,3.3,0.065,0.209,1.9,0.19,-0.1,3.7,-0.1,2.6,100,8536,65.1,-8.0
2024/06/26 00:15:00,0.438,4.2,0.378,0.237,3.3,0.066,0.208,1.9,0.191,-0.1,3.7,-0.1,2.6,100,8477,65.09,-8.1
2024/06/26 00:30:00,0.438,4.2,0.379,0.237,3.4,0.064,0.208,1.9,0.189,-0.1,3.7,-0.1,2.6,100,8500,65.09,-8.3
2024/06/26 00:45:00,0.438,4.2,0.379,0.237,3.4,0.064,0.208,1.9,0.189,-0.1,3.7,-0.1,2.6,100,8486,65.08,-8.8
2024/06/26 01:00:00,0.438,4.2,0.378,0.237,3.4,0.066,0.208,1.9,0.189,-0.1,3.7,-0.1,2.6,100,8491,65.08,-9.0
2024/06/26 01:15:00,0.438,4.2,0.378,0.237,3.4,0.063,0.208,1.9,0.188,-0.1,3.7,-0.1,2.6,100,8494,65.07,-9.4
2024/06/26 01:30:00,0.437,4.2,0.379,0.237,3.4,0.064,0.208,1.9,0.188,-0.1,3.7,-0.1,2.6,100,8494,65.07,-10.4
2024/06/26 01:45:00,0.438,4.2,0.378,0.237,3.4,0.063,0.208,1.8,0.188,-0.1,3.7,-0.1,2.6,100,8494,65.06,-11.2
2024/06/26 02:00:00,0.438,4.2,0.378,0.237,3.4,0.063,0.208,1.8,0.188,-0.1,3.7,-0.1,2.6,100,8494,65.05,-11.7
2024/06/26 02:15:00,0.438,4.2,0.379,0.237,3.4,0.064,0.207,1.8,0.187,-0.1,3.7,-0.1,2.6,100,8492,65.04,-12.0
2024/06/26 02:30:00,0.438,4.2,0.378,0.237,3.4,0.065,0.208,1.8,0.186,-0.1,3.7,-0.1,2.6,100,8494,65.04,-11.9
2024/06/26 02:45:00,0.438,4.2,0.378,0.237,3.4,0.064,0.207,1.8,0.186,-0.1,3.7,-0.1,2.6,100,8496,65.03,-11.9
2024/06/26 03:00:00,0.438,4.2,0.379,0.237,3.4,0.063,0.207,1.8,0.187,-0.1,3.7,-0.1,2.6,100,8494,65.02,-12.2
2024/06/26 03:15:00,0.438,4.2,0.379,0.237,3.4,0.066,0.207,1.8,0.187,-0.1,3.7,-0.1,2.6,100,8498,65.03,-12.2
2024/06/26 03:30:00,0.438,4.2,0.378,0.237,3.4,0.063,0.207,1.8,0.187,-0.1,3.7,-0.1,2.6,100,8497,65.03,-12.3
2024/06/26 03:45:00,0.438,4.2,0.378,0.237,3.4,0.064,0.207,1.7,0.188,-0.1,3.7,-0.1,2.6,100,8497,65.02,-12.4
2024/06/26 04:00:00,0.438,4.2,0.378,0.237,3.4,0.063,0.207,1.7,0.186,-0.1,3.7,-0.1,2.6,100,8495,65.01,-12.4
2024/06/26 04:15:00,0.438,4.2,0.379,0.237,3.4,0.062,0.207,1.7,0.184,-0.1,3.7,-0.1,2.6,100,8481,65.0,-12.6
2024/06/26 04:30:00,0.438,4.2,0.379,0.237,3.4,0.062,0.207,1.7,0.186,-0.1,3.7,-0.1,2.6,100,8483,65.0,-12.7
2024/06/26 04:45:00,0.438,4.2,0.378,0.237,3.4,0.064,0.207,1.7,0.185,-0.1,3.7,-0.1,2.6,100,8485,65.01,-12.9
2024/06/26 05:00:00,0.438,4.2,0.378,0.237,3.4,0.063,0.207,1.7,0.186,-0.1,3.7,-0.1,2.6,100,8486,65.01,-13.3
2024/06/26 05:15:00,0.438,4.2,0.377,0.237,3.4,0.063,0.207,1.6,0.186,-0.1,3.7,-0.1,2.6,100,8487,65.01,-13.6
2024/06/26 05:30:00,0.438,4.2,0.378,0.237,3.4,0.064,0.206,1.6,0.186,-0.1,3.7,-0.1,2.6,100,8475,65.02,-13.4
2024/06/26 05:45:00,0.438,4.2,0.377,0.237,3.4,0.063,0.207,1.6,0.185,-0.1,3.7,-0.1,2.6,100,8476,65.02,-13.5
2024/06/26 06:00:00,0.438,4.2,0.378,0.237,3.4,0.064,0.206,1.6,0.185,-0.1,3.7,-0.1,2.5,100,8476,65.02,-13.6
2024/06/26 06:15:00,0.438,4.2,0.378,0.237,3.4,0.063,0.206,1.6,0.185,-0.1,3.7,-0.1,2.5,100,8417,65.02,-13.6
2024/06/26 06:30:00,0.438,4.2,0.378,0.237,3.4,0.062,0.206,1.6,0.186,-0.1,3.7,-0.1,2.5,100,8469,65.03,-13.5
2024/06/26 06:45:00,0.438,4.2,0.378,0.237,3.4,0.062,0.206,1.6,0.184,-0.1,3.7,-0.1,2.5,100,8472,65.04,-13.5
2024/06/26 07:00:00,0.438,4.2,0.378,0.237,3.4,0.063,0.206,1.6,0.183,-0.1,3.7,-0.1,2.5,100,8472,65.05,-13.7
2024/06/26 07:15:00,0.438,4.2,0.378,0.237,3.4,0.064,0.206,1.5,0.185,-0.1,3.7,-0.1,2.5,100,8461,65.06,-13.8
2024/06/26 07:30:00,0.438,4.2,0.377,0.237,3.4,0.062,0.206,1.5,0.185,-0.1,3.7,-0.1,2.5,100,8466,65.07,-13.5
2024/06/26 07:45:00,0.438,4.2,0.378,0.237,3.4,0.065,0.206,1.5,0.184,-0.1,3.7,-0.1,2.5,100,8502,65.08,-13.0
2024/06/26 08:00:00,0.438,4.2,0.378,0.237,3.4,0.064,0.206,1.5,0.186,-0.1,3.7,-0.1,2.5,100,8539,65.1,-11.5
2024/06/26 08:15:00,0.438,4.2,0.377,0.237,3.4,0.063,0.206,1.5,0.186,-0.1,3.7,-0.1,2.5,100,8580,65.12,-9.4
2024/06/26 08:30:00,0.438,4.2,0.378,0.237,3.4,0.063,0.206,1.5,0.184,-0.1,3.7,-0.1,2.5,100,8625,65.14,-6.7
2024/06/26 08:45:00,0.438,4.2,0.377,0.237,3.4,0.064,0.206,1.5,0.185,-0.1,3.7,-0.1,2.5,100,8655,65.17,-4.1
2024/06/26 09:00:00,0.438,4.2,0.378,0.237,3.4,0.063,0.206,1.5,0.185,-0.1,3.7,-0.1,2.5,100,8697,65.19,-1.9
2024/06/26 09:15:00,0.438,4.2,0.377,0.237,3.4,0.064,0.206,1.4,0.185,-0.1,3.7,-0.1,2.5,100,8728,65.21,-0.2
2024/06/26 09:30:00,0.438,4.2,0.377,0.237,3.4,0.064,0.205,1.4,0.182,-0.1,3.7,-0.1,2.5,100,8757,65.22,1.4
2024/06/26 09:45:00,0.438,4.2,0.377,0.237,3.4,0.064,0.205,1.4,0.185,-0.1,3.7,-0.1,2.5,100,8776,65.24,2.8
